1.1.1	brahma ca vā idam agre subrahma cāstām||
2.4.1	prāñcam agnim unnayanti tasmāt prāṅ āsīno hotānvāha prāṅ āsīno yajati | prāṅ āsīnaḥ śaṃsati ||
2.4.2	asāv ādityaḥ prāṅ apāṅ saṃcarati | tasmād adhvaryuḥ prāṅ apāṅ saṃcarati ||
2.4.3	athaiṣa candramā dakṣiṇenaiti tasmād brahmāṇaṃ dakṣiṇata āsayanti ||
2.4.4	athaitasyām udīcyāṃ diśi bhūyiṣṭhaṃ [parjanyo] vidyotate tasmād etāṃ diśam udgātā pratyudgāyati ||
2.4.5	athaiṣa ākāśo madhyato bhūtānāṃ sannas tasmān madhye sadasyam āsayanti ||
2.4.6	uccāvacā vā āpa uteva gādhā bhavanty uteva gambhīrās tasmāddhotrāśaṃsina uteva pañcarcena kurvanty uteva bhūyasā ||
2.4.7	ādityasyaiva gataṃ raśmayo 'nuyanti tasmād adhvaryor eva gataṃ camasādhvaryavo 'nuyanti ||
2.5.1	sa prātaḥsavane savanamukhīyeṣv āhṛteṣūpahavam icchate ||
2.5.2	agnir me hotā sa mopahvayatāṃ hotar upa māhvayasvety uccaiḥ ||
2.5.3	ādityo me 'dhvaryuḥ sa mopahvayatām adhvarya upa māhvayasvety uccaiḥ ||
2.5.4	candramā me brahmā sa mopahvayatāṃ brahmann upa māhvayasvety uccaiḥ ||
2.5.5	parjanyo ma udgātā sa mopahvayatām udgātar upa māhvayasvety uccaiḥ ||
2.5.6	ākāśo me sadasyaḥ sa mopahvayatāṃ sadasyopa māhvayasvety uccaiḥ ||
2.5.7	āpo me hotrāśaṃsinas te mopahvayantāṃ hotrāśaṃsina upa māhvayadhvam ity uccaiḥ ||
2.5.8	raśmayo me camasādhvaryavas te mopahvayantāṃ camasādhvaryava upa māhvayadhvam ity uccaiḥ ||
2.5.9	tā vā etā devatā ṛtvijām eva vāgbhir upayante ||
2.5.10	sa upahūto bhakṣayati ||
2.5.11	prāṇo yajamāno 'dho yatraitāsāṃ devatānāṃ lokas tad upahūto bhavati ||
2.6.1	mādhyaṃdine savane savanamukhīyeṣv āhṛteṣūpahavam icchate ||
2.6.2	vāṅ me hotā sa mopahvayatāṃ hotar upa māhvayasvety uccaiḥ | cakṣur me 'dhvaryuḥ sa mopahvayatām adhvarya upa māhayasvety uccaiḥ | mano me brahmā sa mopahvayatāṃ brahmann upa māhvayasvety uccaiḥ | śrotraṃ ma udgātā sa mopahvayatām udgātar upa māhvayasvety uccaiḥ ||
2.6.3	yo 'yam antaś cakṣuṣyākāśaḥ sa me sadasyaḥ | sa mopahvayatāṃ sadasyo māhvayasvety uccair yā imā antaś cakṣuṣy āpas te me hotrāśaṃsinas te mopahvayantāṃ hotrāśaṃsina upa māhvayadhyam ity uccaiḥ aṅgāni me camasādhvaryavas te mopahvayantāṃ camasādhvaryava upa māhvayadhvam ity uccaiḥ ||
2.6.4	tā vā etā devatā ṛtvijām eva vāgbhir upayante ||
2.6.5	sa upahūto bhakṣayati ||
2.6.6	apāno yajamāno 'tho yatraitāsāṃ devatānāṃ lokas tad upahūto bhavati ||
2.7.1	sa tṛtīyasavane savanamukhīyeṣv āhṛteṣūpahavam icchate ||
2.7.2	prāṇo me hotā sa mopahvayatāṃ hotar upa māyahvayasvety uccaiḥ | apāno me 'dhvaryuḥ sa mopahvayatām adhvarya upa māhvayasvety uccaiḥ | vyāno me brahmā sa mopahvayatāṃ brahmann upa māhvayasvety uccaiḥ | samāno ma udgātā sa mopahvayatām udgātar upa māhvayasvety uccaiḥ ||
2.7.3	yo 'yam antaḥpuruṣa ākāśaḥ sa me sadasyaḥ sa mopahvayatāṃ sadasyopa māhvayasvety uccaiḥ | yā imā antaḥpuruṣa āpas te me hotrāśaṃsinas te mopahvayantāṃ hotrāśaṃsina upa māhvayadhvam ity uccaiḥ | lomāni me camasādhvaryavas te mopahvayantāṃ camasādhvaryava upa māhvayadhvam ity uccaiḥ ||
2.7.4	tā vā etā devatā ṛtvijām eva vāgbhir upahvayante ||
2.7.5	sa upahūto bhakṣayati ||
2.7.6	sa udāno yajamāno 'tho yatraitāsāṃ devatānāṃ lokas tad upahūto bhavati ||
2.7.7	sarveṣāṃ vai vaṣaṭkartā camasaṃ bhakṣayet ||
2.7.8	devānāṃ vā etad yajñasya mukhaṃ yad udgātṛcamasam tasmād udgātṛcamasaṃ nānyo bhakṣayet ||
2.7.9	evaṃ viduṣo ha vai yajño na vyathate | evaṃ viduṣo ha vai yajamānasya svargyaṃ putryaṃ paśavyam iṣṭaṃ bhavati | evaṃ vidvān ha ve yajamāno dviṣantaṃ bhrātṛvyam abhibhavati | atha vā ato yajñe hīnaṃ kuryāt ||
3.1.1	yaddhotā jahāti vāggha tad yajamānaṃ jahāti | sa yat tat karoti svāṃ vācaṃ yajamāne dadhāti | sa viṣvaṅ vācāmuṣmiṃlloke saṃbhavati ||
3.1.2	yad adhvaryur jahāti cakṣur ha tad yajamānaṃ jahāti | sa yat tat karoti svaṃ cakṣur yajamāne dadhāti | sa viṣvaṅ cakṣuṣāmuṣmiṃlloke saṃbhavati ||
3.1.3	yad brahmā jahāti mano ha tad yajamānaṃ jahāti | sa yat tat karoti svaṃ mano yajamāne dadhāti | sa viṣvaṅ manasāmuṣmiṃlloke saṃbhavati ||
3.1.4	yad udgātā jahāti śrotraṃ ha tad yajamānaṃ jahāti | sa yat tat karoti svaṃ śrotraṃ yajamāne dadhāti | sa viṣvaṅ śrotreṇamuṣmiṃlloke saṃbhavati ||
3.1.5	yat sadasyo jahāti ātmā ha tad yajamānaṃ jahāti | sa yat tat karoti svātmānaṃ yajamāne dadhāti | sa viṣvaṅṅ ātmanāmuṣmiṃlloke saṃbhavati ||
3.1.6	yaddhotrāśaṃsino jahaty aṅgāni ha tad yajamānaṃ jahati | te yat tat kurvanti svāny aṅgāni yajamāne dadhati | te viṣvañco ṅgair amuṣmiṃlloke saṃbhavanti ||
3.1.7	yac camasādhvaryavo jahati lomāni ha tad yajamānaṃ jahati | te yat tat kurvanti svāni lomāni yajamāne dadhati | te viṣvañca lomabhir amuṣmiṃlloke saṃbhavanti ||
3.1.8	tasmād evaṃvid yajñe hīnaṃ na kuryāt||
3.1.9	atha vā ata ṛtvijām eva vijñānam ||
3.1.10	paśavo hādhvaryum anu kīrtir hotāraṃ yogakṣemo brahmāṇam ātmā ca prajā codgātāram ||
3.2.1	sa yadi paśuto vyādhīyetādhvaryur ma idam akar iti vidyāt | atha yady enaṃ pāpikā kīrtir anūdiyāddhotā ma idam akar iti vidyāt | atha yady asya yogakṣemo vyatheta brahmā ma idam akar iti vidyāt | atha yady ātmanā vā prajayā vā vyādhīyetodgātā ma idam akar iti vidyāt ||
3.2.2	prāṇadaivatyo vai brahmā | vāgdevatyā itara ṛtvijaḥ | sa yadi manyeta brahmā ma idam akar iti haritaṃ hiraṇyaṃ darbhanāḍyā prabadhya srucy avadhāya caturgṛhītam ājyaṃ gṛhītvā juhuyān namaḥ prāṇāya vācaspataye svāheti | yady u vā itare namo vāce prāṇapatnyai svāheti | yadītaro yadi vetare sarveṣv evānuparyāyaṃ juhuyān namaḥ prāṇāya vācaspataye svāhā namo vāce prāṇapatnyai svāheti ||
3.2.3	atha taddhiraṇyaṃ brahmaṇe dadyāt ||
3.2.4	atha yad āha yajño vāva yajñasya prāyaścittir iti punaryajña eva sa ete u ha tv evāhutī yajñavibhraṣṭasya prāyaścittir iti ||
3.3.1	te vā ṛtvijaḥ sa yajamānaḥ daivā vā anya ṛtvijo mānuṣā anye | yaṃ daivā yājayanti devalokam eva sa tair avarunddhe | na manuṣyalokam | atha yaṃ mānuṣā yājayanti manuṣyalokam eva sa tair avarunddhe | na devalokam | atha yam ubhaye yājayanti devalokaṃ caiva sa tair avarunddhe | manuṣyalokaṃ ca ||
3.3.2	sa etān daivān ṛtvijo vṛṇīta agnir me hotādityo me 'dhvaryuś candramā me brahmā parjanyo ma udgātākāśo me sadasya āpo me hotrāśaṃsino raśmayo me camasādhvaryavaḥ||
3.3.3	sa etān daivān ṛtvijo vṛtvāthaitān mānuṣān vṛṇīta | ya enam abhirādhayeyuḥ ||
3.3.4	atha kṣatriyaṃ devayajanaṃ yācet ||
3.3.5	sa cet tasmai dadyād devayajanavān bhūyā ity enaṃ brūyāt ||
3.3.6	na cet tasmai dadyād yad ahaṃ devayajanaṃ veda tasmiṃs tvā vṛścānīty enaṃ brūyāt ||
3.3.7	agnir vāva tad devayajanaṃ bhūmir vāva tad devayajanam āpo vāva tad devayajanaṃ śraddhā vāva tad devayajanam | eteṣu ha vā enaṃ devayajaneṣv āvṛścaty atho hārtim evāpauruṣeyīṃ neti ||
3.3.8	atha tata etyartvijo devayajanaṃ yācet ||
3.3.9	agnir me hotā | sa me devayajanaṃ dadātu | hotar devayajanaṃ me dehīty uccaiḥ | ādityo me 'dhvaryuḥ | sa me devayajanaṃ dadātu | adhvaryo devayajanaṃ me dehīty uccaiḥ | candramā me brahmā | sa me devayajanaṃ dadātu | brahman devayajanaṃ me dehīty uccaiḥ |  parjanyo ma udgātā | sa me devayajanaṃ dadātu | udgātar devayajanaṃ me dehīty uccaiḥ | ākāśo me sadasyaḥ | sa me devayajanaṃ dadātu | sadasya devayajanaṃ me dehīty uccaiḥ | āpo me hotrāśaṃsinaḥ | te me devayajanaṃ dadatu | hotrāśaṃsino devayajanaṃ me dattety uccaiḥ | raśmayo me camasādhvaryavaḥ | te me devayajanaṃ dadatu | camasādhvaryavo devayajanaṃ me dattety uccaiḥ ||
3.3.10	tā vā etā devatā ṛtvijām eva vāgbhir devayajanaṃ dadati | sa datte yajate ||
3.3.11	yad unnataṃ bhūmyā anūṣaraṃ yatra bahulā oṣadhayaś cātvālasāriṇyo yatrāpaḥ syus tasya nu puraḥ ||
3.3.12	tasya na purastād devayajanamātram atiśiṣyād yāvāñchamyāprāsaḥ ||
3.3.13	aparapuruṣā hāsmācchreyāṃso bhavanti yasyaivam atirecayanti ||
3.3.14	kāmaṃ dakṣiṇata āgāmukā hainaṃ dakṣiṇā bhavanti ||
3.3.15	kāmaṃ paścād aparapuruṣā hāsmācchreyāṃso bhavanti  ||
3.3.16	kāmam uttarata uttarā hainaṃ devayajyopanāmukā bhavati | uttarottaraṇī hāsya śrīr bhavati ||
3.3.17	yasya purāstāt trīṇi jyotīṃṣi dṛśyeran | agnir āpa ādityas tad devayajanaṃ tat triśukriyam ||
3.3.18	purastāccitraṃ devayajanam ||
3.3.19	paścāccitraṃ śmaśānakaraṇam ||
3.3.20	prāgudakapravaṇaṃ devayajanam ||
3.3.21	paścāddakṣiṇāpravaṇaṃ śmaśānakaraṇam ||
3.3.22	yathā vai dakṣiṇaḥ pāṇir evaṃ devayajanam ||
3.3.23	yathā savyas tathā śmaśānakaraṇam ||
3.3.24	yathā śmaśānakaraṇaṃ tathābhicaraṇīyānāṃ devayajanam ||
3.3.25	apy u haika evam āhur yasminn eva kasmiṃścid deśe śraddadhāno yajata ṛdhnoty eveti ||
3.4.1	yāvān yajñe raso bhavati tenāta eva prācīnaṃ pracaranti | athaitad yātayāmaṃ pariśiṣyate ṛjīṣantannā[mā]ha | na tasmai yad vṛdhaivāpāsyeyur no tasmai yad agnāv anuprahareyus tenāpa evābhyavayanti ||
3.4.2	āpo vai sarvasya śāntiḥ pratiṣṭhā ||
3.4.3	pāpmānaṃ haiṣa hanti yo yajate | tam imaṃ pāpmānaṃ hatam apo harāṇīti ||
3.4.4	tenāntareṇa pratipadyante cātvālaṃ cotkaraṃ ca ||
3.4.5	etad vai devānāṃ tīrtham ||
3.4.6	tad etad ṛṣir āpnānaṃ tīrthaṃ ka iha pravocad yena devāḥ pathā pra pibante sutasyeti ||
3.4.7	etad vai devānāṃ tīrtham | atīrthaṃ hy eva yajñasyāto 'nyat ||
3.4.8	tasmād etenaiva prasṛte prapadyeta | etena niṣkrāmet ||
3.4.9	tān pracyutān devayajanād aprāptān apa etasminn avakāśe rakṣāṃsy ajighāṃsan | sa etad agnī rakṣohā sāmāpaśyat | tāny etenāpāhata | tāny amurhy apahatāni santīti devā akurvān | ity eva rakṣāṃsy apasedhati ||
3.4.10	tasyāhāvo 'hāva iti stobhānt stobhayati | ahāvostvahāvo 'stv ity evaitad rakṣāṃsy apasedhati ||
3.4.11	agniṣ ṭapati pratidahatīty āha | rakṣāṃsy eva pratidahati ||
3.4.12	pādāya pādāya stobhā anuvartante rakṣasām apahatyai ||
3.4.13	viśvaṃ samatriṇaṃ daha viśvaṃ samatriṇaṃ dahety atriṇo vai rakṣāṃsi pāpmāno 'triṇo 'triṇa evaitad rakṣāṃsi pāpmānam apasedhati ||
3.4.14	tasya trir nidhanam āhuḥ ||
3.4.15	iyaṃ vai suhataṃ ghnanti na sa punar udriṅkte yathāha punaḥ punar ādāya suhataṃ hanyāt tādṛg etat ||
3.4.16	tad vā aticchandaḥsu bhavati ||
3.4.17	vāraṇam iva vā etac chando yad aticchandā vāraṇānīva rakṣāṃsy araṇyāyatanāni | tad yathā svam araṇyam abhayenātikrāmet tādṛg etat ||
3.4.18	tad vai saptapadāsu bhavati ||
3.4.19	sapta vai chandāṃsi caturuttarāṇi tad yathā sarvaiḥ chandobhir abhayenātikrāmet tādṛg etat ||
3.4.20	tasya trir vacana ekaviṃśatiḥ padāni triḥ sāmāha tac caturviṃśatiḥ ||
3.4.21	caturviṃśatir ardhamāsāḥ saṃvatsaraḥ | saṃvatsaraḥ sāma ||
3.4.22	tasya ha vā etasya saṃvatsarasya sāmno 'horātrāṇi hiṃkāro 'rdhamāsāḥ prastāvo māsā ādir ṛtava udgīthaḥ paurṇamāsyaḥ pratihāro 'ṣṭakā upadravo 'māvāsyā nidhanam ||
3.4.23	tasya ha vā etasya saṃvatsarasya sāmno vasanto hiṃkāro grīṣmaḥ prastāvo varṣā udgīthaḥ śarat pratihāro hemanto nidhanam ||
3.4.24	tasmāddhemantaṃ prajñā nidhanakṛtā ivāsate nidhanarūpam evaitarhi ||
3.4.25	tad āhuḥ kāṃ diśam avabhṛtham abhyaveyur iti ||
3.4.26	prāñco 'bhyaveyur devānāṃ vā eṣā dig yat prācī | yā devānāṃ dik tāṃ no 'nu yajñaḥ saṃtiṣṭhātā iti ||
3.4.27	dakṣiṇābhyaveyuḥ pāpmānaṃ haiṣa hanti yo yajate tam imaṃ pāpmānaṃ hataṃ dakṣiṇā harāṇīti pitṝṇāṃ vā eṣā dig yad dakṣiṇā | yā pitṝṇāṃ dik tāṃ no 'nu yajñaḥ saṃtiṣṭhātā iti ||
3.4.28	pratyañco 'bhyaveyur manuṣyāṇāṃ vā eṣā dik yat pratīcī | yā manuṣyāṇāṃ dik tāṃ no 'nu yajñaḥ saṃtiṣṭhātā iti ||
3.4.29	udañco 'bhyaveyur nakṣatrāṇāṃ vā eṣā dig yad udīcī | yā nakṣatrāṇāṃ dik tāṃ no 'nu yajñaḥ saṃtiṣṭhātā iti ||
3.4.30	ato vāva yatamathaiva katamathā cāpaḥ syuḥ tad abhyaveyuḥ ||
3.4.31	yad vai vidvān karma karoty asmād idam iti vasīyān eva tena bhavati ||
3.4.32	tad āhuḥ sravantīṣv abhyaveyū3 sthāvarāsū3 iti ||
3.4.33	sravantīṣv abhyaveyuḥ | pāpmānaṃ haiṣa hanti yo yajate tam imaṃ pāpmānaṃ hatam apaḥ pravahatām iti ||
3.4.34	sthāvarā yāḥ śīpalyās tāsv abhyaveyuḥ | ito mā yajño vikṣubdhaḥ pratyupatiṣṭhātā iti ||
3.4.35	ato vāva yatarathaiva katarathā cāpaḥ syus tad abhyaveyuḥ ||
3.4.36	yad vai vidvān karma karoty asmād idam iti vasīyān eva tena bhavati ||
3.5.1	ekasyai hiṃkaroti sa prathamayā | tisṛbhyo hiṃkaroti sa madhyamayā | pañcabhyo hiṃkaroti sa uttamayā | ekasyai hiṃkaroti sa prathamayā | tisṛbhyo hiṃkaroti sa parācībhiḥ | pañcabhyo hiṃkaroti sa ekayā sa ekayā sa tisṛbhiḥ | iṣus trivṛto viṣṭutiḥ ||
3.5.2	abhicarant stuvīta ||
3.5.3	anīkaṃ prathamā | iṣur dhanurjyā yat tisraḥ saṃdadhāti vy eva pañcabhiḥ sṛjate ||
3.5.4	stṛṇute bhrātṛvyaṃ vasīyān ātmanā bhavati ya etayā stute ||
3.6.1	tisṛbhyo hiṃkaroti | sa parācībhis tisṛbhyo hiṃkaroti | sa parācībhir navabhyo hiṃkaroti | sa tisṛbhiḥ sa tisṛbhiḥ sa tisṛbhiḥ ||
3.6.2	abhicarant stuvīta ||
3.6.3	vajro vai trivṛt | vajras triṇavaḥ | yat trivat triṇavābhyāṃ pañcadaśaṃ vidadhāti | vajram eva tat samyak saṃdadhāti ||
3.6.4	evam iva vai vajraḥ sādhuḥ | yad āraṃbhaṇato 'ṇīyān praharaṇataḥ sthavīyān ||
3.6.5	tena pāpmānaṃ bhrātṛvyaṃ stṛṇute | vasīyān ātmanā bhavati ya etayā stute ||
3.7.1	etayaivābhivarant stuvīta ||
3.7.2	vajro vai trivṛt | vajraḥ pañcadaśaḥ | vajūḥ triṇavaḥ | yat trivṛtpañcadaśatriṇavaiḥ saptadaśaṃ vidadhāti vajram eva tat samyak saṃdadhāti ||
3.7.3	evam iva vai vajraḥ sādhuḥ yad ārambhaṇato 'ṇīyān praharaṇataḥ sthavīyān ||
3.7.4	tena pāpmānaṃ bhrātṛvyaṃ stṛṇute | vasīyān ātmanā bhavati | ya etayā stute ||
3.8.1	tisṛbhyo hiṃkaroti | sa parācībhir navabhyo hiṃkaroti | sa tisṛbhiḥ sa tisṛbhiḥ sa tisṛbhir navabhyo hiṃkaroti | sa tisṛbhiḥ sa tisṛbhiḥ sa tisṛbhir abhicarant stuvīta ||
3.8.2	vajo vai trivṛt | vajraḥ triṇavaḥ | yat trivṛttriṇavābhyām ekaviṃśaṃ vidadhāti vajram eva tat samyak saṃdadhāti ||
3.8.3	evam iva vai vajraḥ sādhuḥ | yad ārambhaṇato 'ṇīyān praharaṇataḥ sthavīyāṁs tena pāpmānaṃ bhrātṛvyaṃ stṛṇute | vasīyān ātmanā bhavati | ya etayā stute||
3.9.1	navabhyo hiṃkaroti | sa tisṛbhiḥ sa tisṛbhiḥ sa tisṛbhiḥ | navabhyo hiṃkaroti | sa tisṛbhiḥ sa tisṛbhiḥ sa tisṛbhiḥ | navabhyo hiṃkaroti | sa tisṛbhiḥ sa tisṛbhiḥ sa tisṛbhiḥ | abhicarant stuvīta ||
3.9.2	vajro vai triṇavaḥ vajram eva tat parāñcaṃ pravartayati stutyai | tena pāpmānaṃ bhrātṛvyaṃ stṛṇute | vasīyān ātmanā bhavati ya etayā stute ||
4.1.1	svarāntaḥ prathamas trirātro gāyatrī ||
4.1.2	prāṇo vai gāyatrī | prajāpatiḥ svaraḥ | prajāpatim evāpnoti ||
4.1.3	nidhanānto dvitīyas triṣṭup ||
4.1.4	vīryaṃ vai triṣṭup | traiṣṭubhaḥ puruṣaḥ [nidhanam] | puruṣam evāpnoti ||
4.1.5	iḍāntas tṛtīyo jagatī ||
4.1.6	paśavo vā iḍā | paśavo jagatī | jāgatāḥ paśavaḥ | paśūn evāpnoti ||
4.1.7	prasṛtacchandāḥ prathamas trirātraḥ | tena so 'yātayāmā ||
4.1.8	adhottarasya chandāṃsi vyūhanti | triṣṭubhaḥ pratipado bhavanti | triṣṭubhāṃ loke jagatyo jagatīnāṃ gāyatryas tena so 'yātayāmā ||
4.1.9	athottamasya chandāṃsi vy evohanti | jagatyaḥ pratipado bhavanti | jagatīnāṃ loke triṣṭubhaḥ | triṣṭubhāṃ gāyatryaḥ | teno eva so 'yātayāmā ||
4.1.10	api vā etā anyonyasyai lokam abhyadhyāyan | kāmam evainā gamayati | āpnoti taṃ kāmaṃ yasmai kāmāyaiṣa āhriyate ||
4.1.11	tasmād yujau na sadṛg vahatas tasmād vipariṇītau vahīyāṃsau bhavatas tasmād ubhayatodantaḥ syadante ||
4.1.12	tṛce vā anya ṛṣayo virājam apaśyan | vasiṣṭhaś ca catuṛce ||
4.1.13	na tena sa caturṛcaḥ | yat tṛce 'nyat sāma bhavati ekarce 'nyad yad vāva | catasṛṣv ekaṃ sāma sa eva catuṛcaḥ ||
4.1.14	sāma bhūyāṃsaṃ poṣaṃ puṣyati | tam anu poṣaṃ poṣuko bhavati ||
4.1.15	etaddha smāha muñjaḥ sāmaśravasaḥ etaṃ ha vai vayaṃ sāmnaḥ poṣaṃ vidmeti tasmād vayam apratigṛhṇanto na sahasrapoṣāc cyavāmahā iti ||
4.1.16	tad u ha smāha vāsiṣṭhaś caikitāneyaḥ | sāma ha vai nūnaṃ bhūyāṃsaṃ poṣaṃ puṣyati | tam anu poṣaṃ poṣako bhavati | vidhavāyā iva tve(ivetye?)vaitajjanma yad asāmnī caturthī | evaṃ ha vā ete vidur iti | tasmād eteṣāṃ yuvānaḥ śrotriyāḥ purāyuṣaḥ pramāyukā bhavanti | yuvatayo jāyā vidhavā bhavanti iti | yat tṛce 'nyat sāma bhavaty ekarce 'nyad yad vāva catasṛṣv ekaṃ sāma sa eva catuṛca iti ||
4.1.17	paśur atiricyate sa aindrāgna ālambhyaḥ ||
4.1.18	indrāgnī vai devānām ojiṣṭhau tā u ayātayāmānau tāv eva tad yunakti svargasya lokasya samaṣṭayai ||
4.1.19	sauryaṃ brahmavarcasakāma ālabheta ||
4.1.20	etasyāṃ vā ekādaśinyām ādityāḥ sūryam ajanayan | sa tejo brahmavarcasam avarundhate | ojasvī brahmavarcasī bhavati | ya evaṃ veda ||
4.1.21	atho khalv āhur āgneya evālambhya iti | agnir vai sarvā devatās tena na devatānāṃ kāṃcanāntareti ||
4.2.1	athaiṣa śyenaḥ ||
4.2.2	abhicaran yajeta ||
4.2.3	śyeno vai vayasāṃ kṣepiṣṭhaḥ | yathā śyena ādadītaivam evainam etenādatte ||
4.2.4	trivṛtaḥ pavamānā bhavanti ||
4.2.5	trivṛd vai stomānāṃ kṣepiṣṭhaḥ | yat trivṛd bhavaty āśīya stṛṇavā iti ||
4.2.6	rathau hi havirdhāne bhavataḥ | rathavajram evāsmai tat pravartayati stutyai ||
4.2.7	vaṣaṭkāraṇidhanaṃ bhavati ||
4.2.8	eṣa vai vajrāṇām ojiṣṭho yat sāma vajraḥ | yaṃ bahavo vaṣaṭkurvanti | tam evāsmai vajraṃ praharati stutyai ||
4.2.9	ubhe bṛhadrathantare bhavataḥ ubhābhyām evāsmai bṛhadrathantarābhyāṃ vajraṃ praharati stutyai ||
4.2.10	parācīṣu rathantaraṃ bhavati ||
4.2.11	parāñcam evāsmai vajraṃ praharati stutyai ||
4.2.12	tasya rathantaraṃ pṛṣṭham | bṛhat brahmasāma | eṣa vai sāma vajraḥ | tam evāsmai vajraṃ praharati stutyai ||
4.2.13	yaṃ kāmayeta kṣīyeteti tasya bṛhat pṛṣṭhaṃ kuryāt | rathantaraṃ brahmasāma | kṣatraṃ vai bṛhat | paśavo rathantaram | kṣatreṇaivāsya paśūn hanti | apaśur bhavati kṣīyate||
4.2.14	yaṃ kāmayeta parāṃ parāvatam iyān na pratitiṣṭhed iti pavamāne rathantaraṃ kuryāt | bṛhat pṛṣṭham | plavaṃ brahmasāma | bṛhadrathantarābhyām evainam ebhyo lokebhya uddhṛtya plavena praplāvayati | parāṃ parāvatam eti | na pratitiṣṭhati||
4.2.15	vārṣāhare pavamānamukhe bhavataḥ | saphaupagave nānadaṃ karāṇi sāmāni saṃbharanti stutyai ||
4.2.16	tailvako vā bādhako vā yūpaḥ sphyāgraḥ ||
4.2.17	śavanabhye adhiṣavaṇe ||
4.2.18	agnaye rudravate lohitaḥ ||
4.2.19	sādayanty upāṃśvantaryāmau ||
4.2.20	śaramayaṃ barhiḥ śīrtyai ||
4.2.21	vaibhītaka imo vibhītyai ||
4.2.22	lohitoṣṇīṣā lohitavāsaso nivītā ṛtvijaḥ pracaranti stutyai ||
4.2.23	nava nava dakṣiṇā bhavanti ||
4.2.24	nāvayanty evainaṃ tat ||
4.3.1	trivṛd agniṣṭomaḥ ||
4.3.2	tasyeṣu viṣṭutiṃ kṛtvābhicaran yajeta ||
4.3.3	iṣuvadho vai purāyuṣo hanti | yad iṣuṃ viṣṭutiṃ karoti puraivainam āyuṣaḥ pravṛścati ||
4.3.4	trivṛd vai stomānāṃ kṣepiṣṭho yat trivṛd bhavaty āśīyastṛṇavai ||
4.3.5	vaṣaṭkāraṇidhanaṃ bhavati ||
4.3.6	saptahaṃ bhavati | ā saptamāt puruṣād anāyatano bhavati | yam etenābhicaranti ||
4.3.7	samānam itaracchyenena ||
4.4.1	athaiṣa saṃdaṃśaḥ ||
4.4.2	abhicaran yajeta ||
4.4.3	yad vai durādānaṃ saṃdaṃśena tad ādatte ||
4.4.4	yad dvau dvau stomau saha yathā ha durādānaṃ saṃdaṃśenānuhāyādadītaivam evainam etenādatte ||
4.4.5	trivṛtaṃ stomaṃ saṃpadyate | bṛhatī chandaḥ | vajro vai trivṛt | paśavo bṛhatī| vajreṇaivāsya paśūn hanti | apaśur bhavati  ||
4.4.6	vaiyaśvaṃ bhavati vyaśvam evainaṃ karoti ||
4.4.7	pariṣṭubdheḍaṃ bhavati pary evainaṃ vṛścati ||
4.4.8	vārṣāhare pavamānamukhe bhavataḥ | kāśītaupagave nānadaṃ sāma krūrāṇi sāmāni saṃbhavanti stutyai ||
4.4.9	nissaptadaśastena krūraḥ ||
4.4.10	samānam itaracchyenena ||
4.5.1	athaiṣa vajro 'bhicaran yajeta vajreṇaivāsmai vajraṃ praharati stutyai ||
4.5.2	sarvaḥ pañcadaśo bhavati ||
4.5.3	vajro vai pañcadaśas tam evāsmai vajraṃ praharati stutyai ||
4.5.4	ukthyaḥ ṣoḍaśimān bhavati ||
4.5.5	paśavo vā ukthāni | vajraḥ ṣoḍaśī | vajreṇaivāsmai vajraṃ praharati stutyai ||
4.5.6	tasya mahānāmnyaḥ ṣoḍaśisāma bhavanti ||
4.5.7	vajro vai mahānāmnyaḥ | vajraḥ ṣoḍaśī | vajreṇaivāsmai vajraṃ praharati stutyai ||
4.5.8	samānam itarat pūrveṇa ||
4.6.1	atirātraś caturviṃśaṃ prāyaṇīyam ahar abhijit trayaḥ svarasāmāno divākīrtyam ahas trayaḥ svarasāmāno viśvajin mahāvrataṃ cātirātraś ca ||
4.6.2	viśve devāḥ satram āsata somena rājñā gṛhapatinā | te 'bruvant soma eva no rājā sarvatra vibhaved iti | tasmāt somo rājā sarvāṇi nakṣatrāṇy upaiti | somo hi retodhāḥ ||
4.6.3	navāhaṃ saṃvatsarasya garbham upayanti ||
4.6.4	navāho vai saṃvatsarasya pratimā | nava prāṇāḥ | prāṇān evāvarundhate ||
4.6.5	prajāvanto jīvā jyotir aśnuvate ya etā upayanti ||
5.1.1	prajāpatis tapo 'tapyata | tasya ha vai tapyamānasya manaḥ prājāyata devān sṛjeyam iti | ta ime devā asṛjyanta | divā devān asṛjata | naktam asurān | yad divā devān asṛjata tad devānāṃ devatvam | yad asūryaṃ tad asurāṇām asuratvam | yat pītatvaṃ tat pitṝṇāṃ pitṛtvam ||
5.1.2	devā vai svargakāmās tapo 'tapyanta | teṣāṃ tapyamānānāṃ raso 'jāyata | pṛthivy antarikṣaṃ dyaur iti | te 'bhyatapan | teṣāṃ tapyamānānāṃ raso 'jāyata | ṛgvedaḥ pṛthivyā yajurvedo 'ntarikṣāt sāmavedo 'muṣmāt | te 'bhyatapan | teṣāṃ tapyamānānāṃ raso 'jāyata | ṛgvedād gārhapatyo yajurvedād dakṣiṇāgniḥ sāmavedād āhavanīyaḥ | te 'bhyatapan | teṣāṃ tapyamānānāṃ puruṣo 'jāyata | sahasraśīrṣaḥ sahasrākṣaḥ sahasrapāt ||
